pdb_id,consensus_name,best_hit_name,motif1,motif2,motif3
6f5r,LYSINE-SPECIFIC DEMETHYLASE 4D,JmjC domain-containing histone demethylation protein 3D,PS51183,PS51184,
6f5s,Lysine-specific demethylase 4D,JmjC domain-containing histone demethylation protein 3D,PS51183,PS51184,
6f5t,LYSINE-SPECIFIC DEMETHYLASE 4D,JmjC domain-containing histone demethylation protein 3D,PS51183,PS51184,
6ff9,Cellular tumor antigen p53,CELLULAR TUMOR ANTIGEN P53,PS00348,,
6fhq,Bromodomain adjacent to zinc finger domain protein 2A,Bromodomain adjacent to zinc finger domain protein 2B,ZF_PHD_2,,
6fhu,Bromodomain adjacent to zinc finger domain protein 2A,Bromodomain adjacent to zinc finger domain protein 2A,ZF_PHD_2,,
6fi0,Bromodomain adjacent to zinc finger domain protein 2A,Bromodomain adjacent to zinc finger domain protein 2A,ZF_PHD_2,,
6fkp,Bromodomain adjacent to zinc finger domain protein 2A,Bromodomain adjacent to zinc finger domain protein 2A,ZF_PHD_2,,
6fmn,Queuine tRNA-ribosyltransferase,TRNA-GUANINE TRANSGLYCOSYLASE,,,
6fpu,Queuine tRNA-ribosyltransferase,TRNA-GUANINE TRANSGLYCOSYLASE,,,
6fso,Queuine tRNA-ribosyltransferase,TRNA-GUANINE TRANSGLYCOSYLASE,,,
6g5n,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
6g5p,Nuclear autoantigen Sp-100,Nuclear autoantigen Sp-100,ZF_PHD_2,ZF_PHD_1,PS50014
6g5w,JmjC domain-containing histone demethylation protein 3A,JmjC domain-containing histone demethylation protein 3A,PS51183,PS51184,
6g5x,JmjC domain-containing histone demethylation protein 3A,JmjC domain-containing histone demethylation protein 3A,PS51183,PS51184,
6ggb,CELLULAR TUMOR ANTIGEN P53,CELLULAR TUMOR ANTIGEN P53,,,
6ggc,CELLULAR TUMOR ANTIGEN P53,CELLULAR TUMOR ANTIGEN P53,,,
6ggd,CELLULAR TUMOR ANTIGEN P53,CELLULAR TUMOR ANTIGEN P53,,,
6gge,CELLULAR TUMOR ANTIGEN P53,CELLULAR TUMOR ANTIGEN P53,,,
6ggf,CELLULAR TUMOR ANTIGEN P53,CELLULAR TUMOR ANTIGEN P53,,,
6gjw,E3 ubiquitin-protein ligase XIAP,E3 ubiquitin-protein ligase XIAP,PS50143,PS01282,
6glc,E3 ubiquitin-protein ligase parkin,E3 ubiquitin-protein ligase parkin,PS50053,PS00299,PS51873
6h0w,Lysine-specific demethylase 4D,JmjC domain-containing histone demethylation protein 3D,PS51183,PS51184,
6h0x,Lysine-specific demethylase 4D,JmjC domain-containing histone demethylation protein 3D,PS51183,PS51184,
6h0y,Lysine-specific demethylase 4D,JmjC domain-containing histone demethylation protein 3D,PS51183,PS51184,
6h0z,Lysine-specific demethylase 4D,JmjC domain-containing histone demethylation protein 3D,PS51183,PS51184,
6h10,Lysine-specific demethylase 4D,JmjC domain-containing histone demethylation protein 3D,PS51183,PS51184,
6h11,Lysine-specific demethylase 4D,JmjC domain-containing histone demethylation protein 3D,PS51183,PS51184,
6h7c,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
6h8p,JmjC domain-containing histone demethylation protein 3A,JmjC domain-containing histone demethylation protein 3A,PS51183,PS51184,
6hat,ORF57,mRNA export factor ICP27 homolog,,,
6hau,ORF57,mRNA export factor ICP27 homolog,,,
6hpr,Ubiquitin-conjugating enzyme E2 D2,Ubiquitin-conjugating enzyme E2 D2,ZF_RING_2,PS50053,PS50127; PS00299
6ieu,Transcription intermediary factor 1-alpha,Tripartite motif-containing protein 66,ZF_PHD_2,ZF_PHD_1,PS50014
6iiw,E3 ubiquitin-protein ligase UHRF1,E3 ubiquitin-protein ligase UHRF1,ZF_PHD_2,ZF_PHD_1,ZF_RING_2
6jdh,N-acetylmannosamine kinase,N-acetylmannosamine kinase,,,
6jwh,Nuclear protein localization protein 4,Nuclear protein localization protein 4,PS50249,,
6jwj,Nuclear protein localization protein 4,Nuclear protein localization protein 4,PS50249,,
6kc5,E3 ubiquitin-protein ligase RNF31,E3 ubiquitin-protein ligase RNF31,ZF_RING_1,PS51873,
6kgi,E3 ubiquitin-protein ligase UBR1,E3 ubiquitin-protein ligase UBR1,PS51157,,
6kro,Tankyrase-2,Tankyrase-2,PS51059,,
6l5t,Polyprotein,Polyprotein,PS51124,PS51944,
6lqe,AT-rich interactive domain-containing protein 4,AT-rich interactive domain-containing protein 4,,,
6lqf,AT-rich interactive domain-containing protein 4,AT-rich interactive domain-containing protein 4,PS51011,,
6lrc,Cyclic GMP-AMP synthase,Cyclic GMP-AMP synthase,,,
6lsb,Histone H3.2,Histone H3.2,ZF_PHD_2,ZF_PHD_1,PS00322
6m2d,Isoform 4 of E3 ubiquitin-protein ligase MGRN1,Mitochondrial ubiquitin ligase activator of NFKB 1,ZF_RING_2,,
6mdw,SprT-like domain-containing protein Spartan,SprT-like domain-containing protein Spartan,PS00142,,
6mdx,SprT-like domain-containing protein Spartan,SprT-like domain-containing protein Spartan,PS00142,,
6mlc,"[histone H3]-lysine(4) N-methyltransferase,Histone-lysine N-methyltransferase 2D","[histone H3]-lysine(4) N-methyltransferase,Histone-lysine N-methyltransferase 2D",ZF_PHD_2,PS00047,
6mm1,,,,,
6nft,Ubiquitin carboxyl-terminal hydrolase 5,Ubiquitin carboxyl-terminal hydrolase 5,PS50271,,
6noz,papain-like protease 2,papain-like protease 2,PS51124,,
6o9o,Histone-lysine N-methyltransferase SMYD3,Histone-lysine N-methyltransferase SMYD3,SET,ZF_MYND_1,ZF_MYND_2; PS51574
6oin,Histone acetyltransferase KAT8,Histone acetyltransferase KAT8,PS51726,,
6oio,Histone acetyltransferase KAT8,Histone acetyltransferase KAT8,PS51726,,
6oip,Histone acetyltransferase KAT8,Histone acetyltransferase KAT8,PS51726,,
6oiq,Histone acetyltransferase KAT8,Histone acetyltransferase KAT8,PS51726,,
6owh,Histone acetyltransferase KAT8,Histone acetyltransferase KAT8,PS51726,,
6owi,Histone acetyltransferase KAT8,Histone acetyltransferase KAT8,PS51726,,
6p6g,Histone-lysine N-methyltransferase SMYD3,Histone-lysine N-methyltransferase SMYD3,SET,ZF_MYND_1,ZF_MYND_2; PS51574
6p6k,Histone-lysine N-methyltransferase SMYD3,Histone-lysine N-methyltransferase SMYD3,SET,ZF_MYND_1,ZF_MYND_2; PS51574
6p6l,NS3/4A,"NS3 protease, NS4A protein",PS51822,,
6p6r,"Non-structural protein 4A,Serine protease NS3","Non-structural protein 4A,Serine protease NS3",PS51822,,
6p6v,"Non-structural protein 4A, Serine protease NS3","Non-structural protein 4A, Serine protease NS3",PS51822,,
6p7z,Histone-lysine N-methyltransferase SMYD3,Histone-lysine N-methyltransferase SMYD3,SET,ZF_MYND_1,ZF_MYND_2; PS51574
6paf,Histone-lysine N-methyltransferase SMYD3,Histone-lysine N-methyltransferase SMYD3,SET,ZF_MYND_1,ZF_MYND_2; PS51574
6pdc,Histone acetyltransferase KAT8,Histone acetyltransferase KAT8,PS51726,,
6pdg,Histone acetyltransferase KAT8,Histone acetyltransferase KAT8,PS51726,,
6piw,NS3/4A protease,NS3 protease,PS51822,,
6pix,NS3 protease,NS3 protease,PS51822,,
6piy,NS3/4A protease,"NS3 protease, NS4A protein",PS51822,,
6piz,NS3/4A protease,NS3/4A protease,PS51822,,
6pj1,NS3/4A protease,NS3/4A protease,PS51822,,
6qxu,Tankyrase-1,Tankyrase-1,PS51059,,
6rkq,Queuine tRNA-ribosyltransferase,TRNA-GUANINE TRANSGLYCOSYLASE,,,
6rkt,Queuine tRNA-ribosyltransferase,TRNA-GUANINE TRANSGLYCOSYLASE,,,
6shz,CELLULAR TUMOR ANTIGEN P53,CELLULAR TUMOR ANTIGEN P53,,,
6si0,CELLULAR TUMOR ANTIGEN P53,CELLULAR TUMOR ANTIGEN P53,,,
6si1,CELLULAR TUMOR ANTIGEN P53,CELLULAR TUMOR ANTIGEN P53,,,
6si2,Cellular tumor antigen p53,Cellular tumor antigen p53,,,
6si3,Cellular tumor antigen p53,Cellular tumor antigen p53,,,
6si4,Cellular tumor antigen p53,Cellular tumor antigen p53,,,
6siw,AMP-dependent synthetase and ligase,AMP-dependent synthetase and ligase,,,
6six,PaaK-like ligase (AMP-dependent synthetase and ligase),PaaK-like ligase (AMP-dependent synthetase and ligase),,,
6siy,PaaK-like ligase (AMP-dependent synthetase and ligase),PaaK-like ligase (AMP-dependent synthetase and ligase),,,
6siz,PaaK-like ligase (AMP-dependent synthetase and ligase),PaaK-like ligase (AMP-dependent synthetase and ligase),,,
6sl6,Cellular tumor antigen p53,Cellular tumor antigen p53,PS00348,,
6tly,,,ZINC_FINGER_C2H2_2,,
6tse,Tyrosine-protein kinase BTK,BRUTON'S TYROSINE KINASE,PS50003,PS51113,
6tt2,Tyrosine-protein kinase BTK,BRUTON'S TYROSINE KINASE,PS50003,PS51113,
6ue3,NS3/4A protease,"NS3 protease, NS4A protein",PS51822,,
6uwa,Protein kinase C beta type,Protein kinase C beta type,PS00479,PS50081,PS50004
6v9p,TniQ,transposition protein TniQ,,,
6vdl,"NS3 protease, NS4A protein","Non-structural protein 4A, Serine protease NS3",PS51822,,
6vdm,"NS3 protease, NS4A protein",NS3 protease,PS51822,,
6w4h,Non-structural protein 10,Non-structural protein 10,PS51952,PS51955,
6w61,2'-O-methyltransferase nsp16,nsp16,PS51952,PS51955,
6w75,Non-structural protein 10,Non-structural protein 10,PS51952,PS51955,
6w7z,E3 ubiquitin-protein ligase RLIM,E3 ubiquitin-protein ligase RLIM,ZF_RING_2,PS50127,PS00183
6wi7,Polycomb complex protein BMI-1,"E3 ubiquitin-protein ligase RING2,Polycomb complex protein BMI-1 chimera",ZF_RING_2,ZF_RING_1,
6wjt,Non-structural protein 10,Non-structural protein 10,PS51952,PS51955,
6wkq,Non-structural protein 10,Non-structural protein 10,PS51952,PS51955,
6wnz,"Minichromosome maintenance protein MCM,DNA helicase",Minichromosome maintenance protein MCM,,,
6wvn,Non-structural protein 10,Non-structural protein 10,PS51952,PS51955,
6x9j,DNA (cytosine-5)-methyltransferase 1,DNA (cytosine-5)-methyltransferase 1,PS51038,PS00094,PS00095; PS51679
6xi7,RAF proto-oncogene serine/threonine-protein kinase,RAF proto-oncogene serine/threonine-protein kinase,PS00479,PS50081,PS50898; PS51421
6y2x,Probable E3 ubiquitin-protein ligase DTX2,Probable E3 ubiquitin-protein ligase DTX2,ZF_RING_2,,
6y5n,Probable E3 ubiquitin-protein ligase DTX2,E3 ubiquitin-protein ligase DTX1,ZF_RING_2,,
6y5p,Probable E3 ubiquitin-protein ligase DTX2,E3 ubiquitin-protein ligase DTX1,ZF_RING_2,,
6yfw,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
6yfx,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
6ygk,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
6ygl,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
6ygm,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
6ygo,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
6ygp,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
6ygr,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
6ygs,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
6ygu,Red1,Red1,,,
6ygv,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
6ygw,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
6ygx,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
6ygy,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
6ygz,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
6yh1,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
6yh2,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
6yh3,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
6yhd,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
6yhe,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
6yif,Inner centromere protein,Inner centromere protein,PS50143,,
6yiq,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
6yry,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
6yuh,SET and MYND domain-containing protein 3,SET and MYND domain-containing protein 3,SET,ZF_MYND_1,ZF_MYND_2; PS51574
6yyf,Tyrosine-protein kinase BTK,BRUTON'S TYROSINE KINASE,PS50003,PS51113,
6yyg,Tyrosine-protein kinase BTK,TYROSINE-PROTEIN KINASE BTK,PS50003,PS51113,
6yyz,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
6z0d,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
6zhl,Small ribosomal subunit biogenesis GTPase RsgA,Small ribosomal subunit biogenesis GTPase RsgA,PS50936,PS51721,PS00675
6znc,Cellular tumor antigen p53,PROTEIN (P53 TUMOR SUPPRESSOR),PS00348,,
6zpe,Non-structural protein 10,nsp10,PS51952,,
6zrb,Histone-lysine N-methyltransferase SMYD3,Histone-lysine N-methyltransferase SMYD3,SET,ZF_MYND_1,ZF_MYND_2; PS51574
6zsl,SARS-CoV-2 helicase NSP13,SARS-CoV-2 helicase NSP13,PS51657,PS51653,
7a0b,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
7a3v,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
7a3x,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
7a4k,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
7a6d,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
7a9e,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
7adn,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
7apl,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
7apm,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
7b2i,Queuine tRNA-ribosyltransferase catalytic subunit 1,Queuine tRNA-ribosyltransferase catalytic subunit 1,,,
7b47,Cellular tumor antigen p53,Cellular tumor antigen p53,PS00348,,
7b49,Cellular tumor antigen p53,Cellular tumor antigen p53,PS00348,,
7b4a,Cellular tumor antigen p53,Cellular tumor antigen p53,PS00348,,
7b4b,Cellular tumor antigen p53,Cellular tumor antigen p53,PS00348,,
7b4c,Cellular tumor antigen p53,Cellular tumor antigen p53,PS00348,,
7b4d,Cellular tumor antigen p53,Cellular tumor antigen p53,,,
7b4e,Cellular tumor antigen p53,Cellular tumor antigen p53,PS00348,,
7b4f,Cellular tumor antigen p53,Cellular tumor antigen p53,PS00348,,
7b4g,Cellular tumor antigen p53,Cellular tumor antigen p53,PS00348,,
7b4h,Cellular tumor antigen p53,PROTEIN (P53 TUMOR SUPPRESSOR),PS00348,,
7b4n,Cellular tumor antigen p53,PROTEIN (P53 TUMOR SUPPRESSOR),PS00348,,
7bj1,Histone-lysine N-methyltransferase SMYD3,Histone-lysine N-methyltransferase SMYD3,SET,ZF_MYND_1,ZF_MYND_2; PS51574
7by1,,,,,
7c42,CCHC-type domain-containing protein,CCHC-type domain-containing protein,PS50158,,
7c45,CCHC-type domain-containing protein,CCHC-type domain-containing protein,PS50158,,
7ce4,Tankyrase-2,Tankyrase-2,PS51059,,
7cq3,SLX4 isoform 1,SLX4 isoform 1,PS50164,,
7d0p,BRD1 protein,BRD1 protein,PS51726,,
7d0r,BRD1 protein,BRD1 protein,PS51726,,
7d86,PHD finger protein 14,PHD finger protein 14,ZF_PHD_2,ZF_PHD_1,PS51805
7d8a,PHD finger protein 14,PHD finger protein 14,ZF_PHD_2,ZF_PHD_1,PS51805
7dcn,Probable apo-citrate lyase phosphoribosyl-dephospho-CoA transferase,Probable apo-citrate lyase phosphoribosyl-dephospho-CoA transferase,,,
7dg2,EP300-interacting inhibitor of differentiation 3,EP300-interacting inhibitor of differentiation 3,PS50838,,
7dhz,Cellular tumor antigen p53,Cellular tumor antigen p53,,,
7ebj,E3 ubiquitin-protein ligase TRIM33,Tripartite motif-containing protein 66,ZF_PHD_2,ZF_PHD_1,PS50014
7ebk,E3 ubiquitin-protein ligase TRIM33,Tripartite motif-containing protein 66,ZF_PHD_2,ZF_PHD_1,PS50014; PS00322
7eds,Cellular tumor antigen p53,PROTEIN (P53 TUMOR SUPPRESSOR),PS00348,,
7eez,HB transcription factor,HB transcription factor,,,
7ef0,HB transcription factor,HB transcription factor,,,
7ef1,HB transcription factor,HB transcription factor,,,
7ef2,HB transcription factor,HB transcription factor,,,
7exm,Non-structural protein 2,Non-structural protein 2,PS51989,,
7fa1,Non-structural protein 2,Non-structural protein 2,PS51989,,
7fav,,,PS51889,,
7ftf,Cyclic GMP-AMP synthase,Cyclic GMP-AMP synthase,,,
7fti,Cyclic GMP-AMP synthase,Cyclic GMP-AMP synthase,,,
7ftj,Cyclic GMP-AMP synthase,Cyclic GMP-AMP synthase,,,
7ftm,Cyclic GMP-AMP synthase,Cyclic GMP-AMP synthase,,,
7ftr,Cyclic GMP-AMP synthase,Cyclic GMP-AMP synthase,,,
7ftu,Cyclic GMP-AMP synthase,Cyclic GMP-AMP synthase,,,
7ftv,Cyclic GMP-AMP synthase,Cyclic GMP-AMP synthase,,,
7fu3,Cyclic GMP-AMP synthase,Cyclic GMP-AMP synthase,,,
7fu4,Cyclic GMP-AMP synthase,Cyclic GMP-AMP synthase,,,
7fu8,Cyclic GMP-AMP synthase,Cyclic GMP-AMP synthase,,,
7fu9,Cyclic GMP-AMP synthase,Cyclic GMP-AMP synthase,,,
7fua,Cyclic GMP-AMP synthase,Cyclic GMP-AMP synthase,,,
7fub,Cyclic GMP-AMP synthase,Cyclic GMP-AMP synthase,,,
7fuf,Cyclic GMP-AMP synthase,Cyclic GMP-AMP synthase,,,
7fuh,Cyclic GMP-AMP synthase,Cyclic GMP-AMP synthase,,,
7fui,Cyclic GMP-AMP synthase,Cyclic GMP-AMP synthase,,,
7fuj,Cyclic GMP-AMP synthase,Cyclic GMP-AMP synthase,,,
7fuk,Cyclic GMP-AMP synthase,Cyclic GMP-AMP synthase,,,
7fur,Cyclic GMP-AMP synthase,Cyclic GMP-AMP synthase,,,
7h2t,Protease 2A,Protease 2A,,,
7h2y,Protease 2A,Protease 2A,,,
7h2z,Protease 2A,Protease 2A,,,
7h30,Protease 2A,Protease 2A,,,
7h33,Protease 2A,Protease 2A,,,
7h34,Protease 2A,Protease 2A,,,
7h35,Protease 2A,Protease 2A,,,
7h36,Protease 2A,Protease 2A,,,
7h38,Protease 2A,Protease 2A,,,
7h39,Protease 2A,Protease 2A,,,
7h3a,Protease 2A,Protease 2A,,,
7h3b,Protease 2A,Protease 2A,,,
7h3c,Protease 2A,Protease 2A,,,
7h3g,Protease 2A,Protease 2A,,,
7h3h,Protease 2A,Protease 2A,,,
7h3i,Protease 2A,Protease 2A,,,
7h3j,Protease 2A,Protease 2A,,,
7h3k,Protease 2A,Protease 2A,,,
7h3l,Protease 2A,Protease 2A,,,
7h3m,Protease 2A,Protease 2A,,,
7h3n,Protease 2A,Protease 2A,,,
7h3o,Protease 2A,Protease 2A,,,
7h3p,Protease 2A,Protease 2A,,,
7h3r,Protease 2A,Protease 2A,,,
7h3s,Protease 2A,Protease 2A,,,
7h3u,Protease 2A,Protease 2A,,,
7h3v,Protease 2A,Protease 2A,,,
7h3w,Protease 2A,Protease 2A,,,
7h3y,Protease 2A,Protease 2A,,,
7h3z,Protease 2A,Protease 2A,,,
7h40,Protease 2A,Protease 2A,,,
7h42,Protease 2A,Protease 2A,,,
7h43,Protease 2A,Protease 2A,,,
7h44,Protease 2A,Protease 2A,,,
7h46,Protease 2A,Protease 2A,,,
7h47,Protease 2A,Protease 2A,,,
7h48,Protease 2A,Protease 2A,,,
7h4a,Protease 2A,Protease 2A,,,
7h4b,Protease 2A,Protease 2A,,,
7h4c,Protease 2A,Protease 2A,,,
7h4e,Protease 2A,Protease 2A,,,
7h4g,Protease 2A,Protease 2A,,,
7h4h,Protease 2A,Protease 2A,,,
7h4j,Protease 2A,Protease 2A,,,
7h4k,Protease 2A,Protease 2A,,,
7h4l,Protease 2A,Protease 2A,,,
7h4m,Protease 2A,Protease 2A,,,
7h4p,Protease 2A,Protease 2A,,,
7h4r,Protease 2A,Protease 2A,,,
7h4s,Protease 2A,Protease 2A,,,
7h4t,Protease 2A,Protease 2A,,,
7h4u,Protease 2A,Protease 2A,,,
7h4z,Protease 2A,Protease 2A,,,
7h51,Protease 2A,Protease 2A,,,
7h52,Protease 2A,Protease 2A,,,
7h53,Protease 2A,Protease 2A,,,
7h54,Protease 2A,Protease 2A,,,
7h55,Protease 2A,Protease 2A,,,
7hoc,Protease 2A,Genome polyprotein,,,
7hoe,Protease 2A,Genome polyprotein,,,
7hof,Protease 2A,Genome polyprotein,,,
7hog,Protease 2A,Genome polyprotein,,,
7hoi,Protease 2A,Genome polyprotein,,,
7hzn,Protease 2A,Genome polyprotein,,,
7k95,Isoform 4 of Pre-mRNA 3'-end-processing factor FIP1,Isoform 4 of Pre-mRNA 3'-end-processing factor FIP1,PS50103,,
7kkm,Tankyrase-1,Poly [ADP-ribose] polymerase,PS51059,,
7kkn,Tankyrase-1,Poly [ADP-ribose] polymerase,PS51059,,
7kko,Tankyrase-1,Poly [ADP-ribose] polymerase,PS51059,,
7kkp,Tankyrase-1,Poly [ADP-ribose] polymerase,PS51059,,
7kkq,Tankyrase-1,Poly [ADP-ribose] polymerase,PS51059,,
7knd,Protein kinase C delta type,Protein kinase C delta type,PS00479,PS50081,
7knj,Protein kinase C delta type,Protein kinase C delta type,PS00479,PS50081,
7ko6,Protein kinase C delta type,Protein kinase C delta type,PS00479,PS50081,
7l6r,Non-structural protein 10,Non-structural protein 10,PS51952,PS51955,
7l6t,Non-structural protein 10,Non-structural protein 10,PS51952,PS51955,
7l7l,NS3/4A protease,"NS3 protease, NS4A protein",PS51822,,
7l7n,NS3/4A protease,NS3/4A protease,PS51822,,
7l7o,NS3/4A protease,"NS3 protease, NS4A protein",PS51822,,
7l7p,NS3/4A protease,"NS3 protease, NS4A protein",PS51822,,
7l92,Protein kinase C delta type,Protein kinase C delta type,PS00479,PS50081,
7lcb,Protein kinase C delta type,Protein kinase C delta type,PS00479,PS50081,
7leo,Protein kinase C delta type,Protein kinase C delta type,PS00479,PS50081,
7lf3,Protein kinase C delta type,Protein kinase C delta type,PS00479,PS50081,
7m10,Lysine-specific demethylase PHF2,Lysine-specific demethylase PHF2,ZF_PHD_2,ZF_PHD_1,PS01186
7mc5,Non-structural protein 10,Non-structural protein 10,PS51953,PS51952,
7mm2,NS3/4a protease,"NS3 protease, NS4A protein",PS51822,,
7mm3,NS3/4a protease,"NS3 protease, NS4A protein",PS51822,,
7mm4,NS3/4a protease,"NS3 protease, NS4A protein",PS51822,,
7mm5,NS3/4a protease,"NS3 protease, NS4A protein",PS51822,,
7mm6,NS3/4a protease,"NS3 protease, NS4A protein",PS51822,,
7mm7,NS3/4a protease,"NS3 protease, NS4A protein",PS51822,,
7mm8,NS3/4A,"NS3 protease, NS4A protein",PS51822,,
7mma,NS3/4a protease,"NS3 protease, NS4A protein",PS51822,,
7mmb,NS3/4A protease,"NS3 protease, NS4A protein",PS51822,,
7mmd,NS3/4A protease,"NS3 protease, NS4A protein",PS51822,,
7mme,NS3/4A protease,"NS3 protease, NS4A protein",PS51822,,
7mmf,NS3/4A protease,"NS3 protease, NS4A protein",PS51822,,
7mmg,NS3/4A protease,"NS3 protease, NS4A protein",,,
7mmh,NS3/4A protease,"NS3 protease, NS4A protein",,,
7mmi,NS3/4A protease,"NS3 protease, NS4A protein",,,
7mmj,NS3 protease,"NS3 protease, NS4A protein",,,
7mmk,NS3/4A protease,"NS3 protease, NS4A protein",,,
7mml,NS3/4A protease,"NS3 protease, NS4A protein",,,
7ms5,Ubiquitin carboxyl-terminal hydrolase 5,Ubiquitin carboxyl-terminal hydrolase 5,PS50271,,
7ms6,Ubiquitin carboxyl-terminal hydrolase 5,Ubiquitin carboxyl-terminal hydrolase 5,PS50271,,
7ms7,Ubiquitin carboxyl-terminal hydrolase 5,Ubiquitin carboxyl-terminal hydrolase 5,PS50271,,
7o2a,SET and MYND domain-containing protein 3,SET and MYND domain-containing protein 3,SET,ZF_MYND_1,ZF_MYND_2; PS51574
7o2c,SET and MYND domain-containing protein 3,SET and MYND domain-containing protein 3,SET,ZF_MYND_1,ZF_MYND_2; PS51574
7orr,Non-structural protein 10,nsp10,PS51952,,
7oru,Non-structural protein 10,nsp10,PS51952,,
7orv,Non-structural protein 10,nsp10,PS51952,,
7orw,Non-structural protein 10,nsp10,PS51952,,
7ov9,Queuine tRNA-ribosyltransferase accessory subunit 2,Queuine tRNA-ribosyltransferase accessory subunit 2,,,
7oxd,TniQ,TniQ (Homology model),,,
7pc6,Tumor protein 63,Tumor protein 63,,,
7q3z,Schlafen family member 12,Schlafen family member 5,,,
7qgi,Proofreading exoribonuclease nsp14,Proofreading exoribonuclease nsp14,PS51954,PS51953,
7qgj,E3 ubiquitin-protein ligase XIAP,APOPTOSIS INHIBITOR IAP HOMOLOG,PS50143,PS01282,
7qgs,CREB-binding protein,p300 protein,PS50134,,
7qlb,Histone-lysine N-methyltransferase SMYD3,Histone-lysine N-methyltransferase SMYD3,SET,ZF_MYND_1,ZF_MYND_2; PS51574
7qnr,Histone-lysine N-methyltransferase SMYD3,Histone-lysine N-methyltransferase SMYD3,SET,ZF_MYND_1,ZF_MYND_2; PS51574
7qnu,Histone-lysine N-methyltransferase SMYD3,Histone-lysine N-methyltransferase SMYD3,SET,ZF_MYND_1,ZF_MYND_2; PS51574
7sfc,DNA (cytosine-5)-methyltransferase 1,DNA (cytosine-5)-methyltransferase 1,PS51038,PS00094,PS00095; PS51679
7trl,Baculoviral IAP repeat-containing protein 2,Baculoviral IAP repeat-containing protein 2,PS50143,PS01282,
7tw7,Proofreading exoribonuclease nsp14,"Transcription factor ETV6,Proofreading exoribonuclease nsp14 chimera",PS51954,PS51433,
7tw8,Proofreading exoribonuclease nsp14,"Transcription factor ETV6,Proofreading exoribonuclease nsp14 chimera",PS51954,PS51433,
7tw9,Proofreading exoribonuclease nsp14,"Transcription factor ETV6,Proofreading exoribonuclease nsp14 chimera",PS51954,PS51433,
7uba,Meiosis-specific protein HOP1,Meiosis-specific protein HOP1,,,
7ult,Non-structural protein 10,Non-structural protein 10,PS51952,PS51955,
7vhz,Histone acetyltransferase p300,Histone acetyltransferase p300,PS51727,,
7w3r,Probable ubiquitin carboxyl-terminal hydrolase FAF-X,Ubiquitin carboxyl-terminal hydrolase 34,PS00972,PS00973,PS50235
7wuk,E3 ubiquitin-protein ligase PRT6,E3 ubiquitin-protein ligase,PS51157,,
7wul,E3 ubiquitin-protein ligase PRT6,E3 ubiquitin-protein ligase,PS51157,,
7wum,E3 ubiquitin-protein ligase PRT6,E3 ubiquitin-protein ligase,PS51157,,
7wun,E3 ubiquitin-protein ligase PRT6,E3 ubiquitin-protein ligase,PS51157,,
7xwe,E3 ubiquitin-protein ligase PRT6,E3 ubiquitin-protein ligase PRT6,PS51157,,
